task_identifier,task_description,task_app,num_apps,is_cross_app,category,requires_ui_memory,shortcut_potential,output_type,golden_steps,task_difficulty,task_language
066-CompareRouteOptions,"In the Citymapper app, plan a route from ""Golden Gate Bridge, SF"" to ""SFO Airport"". Find the time, cost, and number of transfers for four transport options: Public Transit, Driving, Taxi, and Walking. In the Joplin app, create a note titled ""SFO Transit Analysis"", list the full data for all four options, then summarize which is the fastest, cheapest, and has the fewest transfers.","['Citymapper', 'joplin']",2,Y,"['Travel & Navigation: Route Planning', 'Information Retrieval: Data Extraction', 'Productivity: Note Taking']",Y,4,UI Interactive Output,25,2,ENG
067-PlanAndMessageRoute,"In the Citymapper app, find the travel times for a two-leg journey in Washington D.C.: 1) The White House to the Lincoln Memorial, and 2) the Lincoln Memorial to the National Air and Space Museum. For each leg, find the times for Public Transit, Walking, and Taxi. Determine the fastest possible total travel time by combining the modes for each leg. Send a message to +8613811118888 stating this fastest route combination and the total time.","['Citymapper', 'messages']",2,Y,"['Travel & Navigation: Route Planning', 'Communication: Messaging']",Y,3,UI Interactive Output,24,1,ENG
068-PlanAndMessageRoute,"In the Citymapper app, find the travel times for a two-leg journey in New York City: 1) Statue of Liberty to the Empire State Building, and 2) the Empire State Building to The Metropolitan Museum of Art. For each leg, find the times for Public Transit, Walking, and Taxi. Determine the fastest possible total travel time by combining the modes for each leg. Send a message to +8613822229999 stating this fastest route combination and the total time.","['Citymapper', 'messages']",2,Y,"['Travel & Navigation: Route Planning', 'Information Retrieval: Data Extraction', 'Communication: Messaging']",Y,3,UI Interactive Output,24,1,ENG
069-PlanRouteAndScheduleEvent,"Open the Citymapper app, plan a public transport route from 'London Eye' to 'The British Museum', and remember the estimated travel time. Then open the N calendar app and create an event for next Monday at 10 AM titled ""Visit British Museum"", setting the event duration to the travel time you remembered.","['Citymapper','N calendar']",2,Y,"['Travel & Navigation: Route Planning', 'Productivity: Time Management']",Y,2,Action Execution Task,40,2,ENG
070-PlanRouteAndScheduleEvent,"Open the Citymapper app, plan a walking route from 'Notre-Dame Cathedral' to 'Louvre Museum', and remember the estimated travel time. Then open the N calendar app and create an event for next Tuesday at 3 PM titled ""Trip to the Louvre"", setting the event duration to the travel time you remembered.","['Citymapper','N calendar']",2,Y,"['Travel & Navigation: Route Planning', 'Productivity: Time Management']",Y,2,Action Execution Task,40,2,ENG
071-ScheduleCourseStudyTime,"Open the Coursera app, search for the ""Financial Markets"" course, and find its total time to complete. Then, open the N Calendar app. Create a recurring event titled ""Study Finance"" for all 7 days of next week (Monday to Sunday). Set the duration for each daily event by dividing the course's total completion time equally across the seven days.","['coursera','N calendar']",2,Y,"['Education & Learning: Course Search', 'Information Retrieval: Data Extraction', 'Productivity: Time Management']",Y,2,Action Execution Task,40,2,ENG
072-FindCourseTimeAndScheduleEvent,"Open the Coursera app and find the total time required for ""The Science of Well-Being"". Then, open the N Calendar app to create a daily event, ""Study Finance"", from the 6th to the 15th of next month, starting at 2 PM. Calculate the daily duration by dividing the total course time by 10.","['coursera','N calendar']",2,Y,"['Education & Learning: Course Search', 'Information Retrieval: Data Extraction', 'Productivity: Time Management', 'Financial Management: Financial Calculation']",Y,2,Action Execution Task,40,2,ENG
073-TranslateAndSendMessage,"In the DeepL Translate app, translate the following paragraph into five languages: Spanish, Japanese, Russian, Arabic, and Portuguese: ""The project's quarterly review meeting is scheduled for next Monday. Key discussion topics will include the budget forecast for Q4, which is currently estimated at $1,250,000, and the initial user feedback analysis from the beta test group."" After remembering all five translations, open the messages app. Important: Do not use the copy-paste function for the translations. Send each translation as a separate message to a different recipient: the Spanish translation to +8613100001111, Japanese to +8613100002222, Russian to +8613100003333, Arabic to +8613100004444, and Portuguese to +8613100005555.","['DeepL Translate', 'messages']",2,Y,"['Content Creation: Translation', 'Communication: Messaging', 'Communication: Data Sharing']",Y,5,Action Execution Task,40,2,ENG
074-TranslateAndSendMessage,"In the DeepL Translate app, translate the following paragraph into five languages: German, French, Korean, Hindi, and Italian: ""Please be advised that due to a system upgrade, network services will be unavailable from 11:00 PM on Friday until 5:00 AM on Saturday. The expected downtime is approximately 6 hours. We apologize for any inconvenience this may cause."" After remembering all five translations, open the messages app. Important: Do not use the copy-paste function for the translations. Send each translation as a separate message to a different recipient: the German translation to +8613200001111, French to +8613200002222, Korean to +8613200003333, Hindi to +8613200004444, and Italian to +8613200005555.","['DeepL Translate', 'messages']",2,Y,"['Content Creation: Translation', 'Communication: Messaging', 'Communication: Data Sharing']",Y,5,Action Execution Task,40,2,ENG
075-NavigateAndNoteProduct,"In Net-a-Porter app, for the designer 'Isabel Marant', find the first ""New In"" item from each of the following four categories: Dresses, Bags, Shoes, and Accessories. For each of the four items, remember its price and primary material/color. Then, in Joplin app, create a single note titled 'Isabel Marant Collection' listing the details for all four items.","['Net-a-Porter', 'joplin']",2,Y,"['E-commerce: Product Search', 'E-commerce: Category Navigation', 'Productivity: Note Taking']",Y,4,UI Interactive Output,65,3,ENG
076-NavigateAndNoteProduct,"In Net-a-Porter app, for the designer 'Jimmy Choo', find the first item from each of the following four categories: Boots, Heels, Sandals, and Sneakers. For each of the four items, remember its price and primary material/color. Then, in Joplin app, create a single note titled 'Jimmy Choo Collection' listing the details for all four items. ","['Net-a-Porter', 'joplin']",2,Y,"['E-commerce: Product Search', 'E-commerce: Category Navigation', 'Productivity: Note Taking']",Y,4,UI Interactive Output,65,3,ENG
077-CheckAndNotePermissions,"Open the Setting app and go to 'Special app access'. First, view the apps with 'Wi-Fi control' permission and remember the list of app names. Next, view the apps allowed 'Picture-in-picture' access and remember that list of names. Finally, open the joplin app, create a note titled 'App Access Permissions', and list the names you remembered under two headings: 'Wi-Fi Control' and 'Picture-in-picture'.","['Setting', 'joplin']",2,Y,"['Information Retrieval: Data Extraction', 'Productivity: Note Taking']",Y,2,Action Execution Task,13,1,ENG
078-CheckAndNotePermissions,"Open the Setting app and go to 'Special app access'. First, check how many apps have 'Wi-Fi control' permission and remember the count. Then, check how many apps are allowed to 'Install unknown apps' and remember that count. Finally, open the joplin app and create a note titled 'App Permissions' that records both counts.","['Setting','joplin']",2,Y,"['Device Configuration: Setting Adjustment', 'Information Retrieval: Data Extraction', 'Productivity: Note Taking']",Y,2,Action Execution Task,15,1,ENG
079-FindRecipeAndCreateList,"In the wikiHow app, sequentially find the main ingredients for the following five dishes: 1. Salad, 2. Spaghetti, 3. Fried Chicken, 4. Chocolate Cake, 5. Mashed Potatoes. After gathering the ingredients for all five dishes, open the Joplin app. Create a single note titled 'Dinner Shopping List'. In this note, create a comprehensive shopping list, grouping all collected ingredients by category (e.g., Produce, Dairy, Pantry, Meat).","['wikiHow', 'joplin']",2,Y,"['Information Retrieval: Data Extraction', 'Productivity: Note Taking', 'Productivity: Checklist Management']",Y,5,UI Interactive Output,55,3,ENG
080-FindRecipeAndCreateList,"In the wikiHow app, sequentially find the main ingredients for the following five items: 1. Snow Cones, 2. Egg Sandwiches, 3. Green Tea, 4. Feta Cheese (how to make), 5. Chicken Alfredo. After gathering all ingredients, open the Joplin app. Create a single note titled 'Snack & Lunch Plan'. In this note, first create a comprehensive shopping list, grouping all ingredients by category. Then, create a second heading named 'Preparation Order' and list the five items in a logical sequence for preparation.","['wikiHow', 'joplin']",2,Y,"['Information Retrieval: Data Extraction', 'Productivity: Note Taking', 'Productivity: Checklist Management']",Y,5,UI Interactive Output,55,3,ENG
081-SummarizeSportsNews,"In the Yahoo Sports app, find the three most recent news articles in the NBA section and the three most recent in the MLB section. For each of the six articles, read it and remember its title and main content. Then, in Joplin, create a note titled ""Sports News Summary"". For each of the six articles, write down its title followed by a ~40-word summary of its content, grouped under 'NBA' and 'MLB' headings.","['Yahoo Sports', 'joplin']",2,Y,"['Sports: Content Navigation', 'Sports: Data Extraction', 'Productivity: Note Taking', 'Content Creation: Text Creation']",Y,2,UI Interactive Output,64,3,ENG
082-SummarizeSportsNews,"In the Yahoo Sports app, find the three most recent news articles in the NFL section and the three most recent in the Men's Tennis section. For each of the six articles, read it and remember its title and main content. Then, in Joplin, create a note titled ""General Sports Briefing"". For each of the six articles, write down its title followed by a ~40-word summary of its content, grouped under 'NFL' and 'Men's Tennis' headings.","['Yahoo Sports', 'joplin']",2,Y,"['Sports: Content Navigation', 'Sports: Data Extraction', 'Productivity: Note Taking', 'Content Creation: Text Creation']",Y,2,UI Interactive Output,64,3,ENG
083-AddSportsFixturesToCalendar,"Open Yahoo Sports app, go to the “Soccer” section and open the “Premier League” fixture list. Identify the next three scheduled league matches. For each match, remember the date and the two teams involved. Open N Calendar app and create three separate events, each titled “[Team A] vs [Team B]”.","['Yahoo Sports', 'N calendar']",2,Y,"['Sports: Content Navigation', 'Sports: Data Extraction', 'Productivity: Time Management']",Y,1,Action Execution Task,45,3,ENG
084-AddSportsFixturesToCalendar,"Open Yahoo Sports app, go to the “Basketball” section and open the “NBA” schedule. Identify the next three scheduled league games . For each game, remember the date and the two teams involved. Open N Calendar app and create three separate events, each titled “[Team A] vs [Team B]”.","['Yahoo Sports', 'N calendar']",2,Y,"['Sports: Content Navigation', 'Sports: Data Extraction', 'Productivity: Time Management']",Y,1,Action Execution Task,45,3,ENG
085-BuildPCPriceList,"Open the Amazon app. Search for and remember the price and star rating for these four components: ""AMD Ryzen 7 7800X3D"", ""NVIDIA GeForce RTX 4070 Super"", ""Corsair Vengeance 32GB DDR5 RAM"", and ""Samsung 990 Pro 2TB SSD"". Then, open the Calculator app and calculate the total cost of all four components. Finally, open the Joplin app, create a note titled ""PC Build Cost & Rating"", and list each component with its price, rating, and the calculated total cost at the end.","['Amazon', 'Calculator', 'joplin']",3,Y,"['E-commerce: Product Search', 'Financial Management: Financial Calculation', 'Productivity: Note Taking']",Y,4,UI Interactive Output,38,2,ENG
086-BuildPCPriceList,"Open the Amazon app. Search for and remember the price and star rating for these four components: ""Intel Core i9-14900K"", ""AMD Radeon RX 7900 XTX"", ""G.Skill Trident Z5 32GB DDR5 RAM"", and ""WD Black SN850X 4TB SSD"". Then, open the Calculator app and calculate the total cost of all four components. Finally, open the Joplin app, create a note titled ""High-End PC Parts & Rating"", and list each component with its price, rating, and the calculated total cost at the end.","['Amazon', 'Calculator', 'joplin']",3,Y,"['E-commerce: Product Search', 'E-commerce: Review Analysis', 'Information Retrieval: Data Extraction', 'Financial Management: Financial Calculation', 'Productivity: Note Taking']",Y,4,UI Interactive Output,38,2,ENG
087-BuildAndCostPC,"In the Amazon app, find the price and star rating for four components: ""AMD Ryzen 7 7800X3D"", ""NVIDIA GeForce RTX 4070 Super"", ""Samsung 990 Pro 2TB SSD"", and ""Corsair Vengeance 32GB DDR5 RAM"". In the Calculator app, calculate the subtotal, then a final total by adding an 8% sales tax. Finally, in the Joplin app, create a note titled ""AMD Build Analysis"" listing each component with its price and rating, plus the subtotal and final total.","['Amazon', 'Calculator', 'joplin']",3,Y,"['E-commerce: Product Search', 'Financial Management: Financial Calculation', 'Productivity: Note Taking']",Y,4,UI Interactive Output,59,3,ENG
088-BuildAndCostPC,"In the Amazon app, find the price and star rating for four components: ""Intel Core i9-14900K"", ""NVIDIA GeForce RTX 4090"", ""WD Black SN850X 4TB SSD"", and ""G.Skill Trident Z5 64GB DDR5 RAM"". In the Calculator app, calculate the subtotal, then a final total by adding an 8% sales tax. Finally, in the Joplin app, create a note titled ""Intel Build Analysis"" listing each component with its price and rating, plus the subtotal and final total.","['Amazon', 'Calculator', 'joplin']",3,Y,"['E-commerce: Product Search', 'Information Retrieval: Data Extraction', 'Financial Management: Financial Calculation', 'Productivity: Note Taking']",Y,4,UI Interactive Output,59,3,ENG
089-TranslateProductReview,"In the Amazon app, search for 'Insta360 Ace Pro' and go to its customer reviews section. Read and remember the full original text and the star rating of the top five reviews. Do not use the copy-paste function. Then, in the DeepL Translate app, translate the full text of all five reviews into French. Finally, in the Joplin app, create a note titled ""Insta360 Review Analysis"". For each of the five reviews, list its original star rating, its original full text, and its French translation.","['Amazon', 'DeepL Translate', 'joplin']",3,Y,"['E-commerce: Product Search', 'E-commerce: Review Analysis', 'Content Creation: Translation', 'Productivity: Note Taking']",Y,5,UI Interactive Output,70,3,ENG
090-TranslateProductReview,"In the Amazon app, search for 'DJI Mini 4 Pro' and go to its customer reviews section. Read and remember the full original text and the star rating of the top five reviews. Do not use the copy-paste function. Then, in the DeepL Translate app, translate the full text of all five reviews into Russian. Finally, in the Joplin app, create a note titled ""DJI Review Analysis"". For each of the five reviews, list its original star rating, its original full text, and its Russian translation.","['Amazon', 'DeepL Translate', 'joplin']",3,Y,"['E-commerce: Product Search', 'E-commerce: Review Analysis', 'Content Creation: Translation', 'Productivity: Note Taking']",Y,5,UI Interactive Output,70,3,ENG
091-ResearchAndShareProduct,"First, in Amazon, find the price and star rating for the 'GoPro HERO12 Black', then find the founding year and founder of 'GoPro' in Wikipedia. Second, repeat this entire process for the 'Insta360 Ace Pro' camera and 'Insta360' company. Finally, send a single message to +8613412345678 containing all eight pieces of collected data for both products.","['Amazon', 'Wikipedia', 'messages']",3,Y,"['E-commerce: Product Search', 'E-commerce: Multi-App Comparison', 'Information Retrieval: Data Extraction', 'Communication: Messaging']",Y,4,UI Interactive Output,32,2,ENG
092-ResearchAndShareProduct,"First, in Amazon, find the price and star rating for the 'DJI Mini 4 Pro', then find the founding year and founder of 'DJI' in Wikipedia. Second, repeat this entire process for the 'Autel EVO Lite+' drone and 'Autel Robotics' company. Finally, send a single message to +8613487654321 containing all eight pieces of collected data for both products.","['Amazon', 'Wikipedia', 'messages']",3,Y,"['E-commerce: Product Search', 'E-commerce: Price Comparison', 'Information Retrieval: Data Extraction', 'Information Retrieval: Fact Checking', 'Communication: Data Sharing']",Y,4,UI Interactive Output,32,2,ENG
093-MultiAppPriceComparison,"Search for 'Bose QuietComfort Ultra Headphones' on both the Amazon and Wish apps, remembering the price and currency from each. If the currencies are different, use the bing app to find the exchange rate to compare them. Directly answer with the name of the app, 'Amazon' or 'Wish', where the price is lower.","['Amazon', 'Wish', 'bing']",3,Y,"['E-commerce: Product Search', 'E-commerce: Price Comparison', 'E-commerce: Multi-App Comparison', 'Information Retrieval: Web Search']",Y,3,Direct Command Output,14,1,ENG
094-MultiAppPriceComparison,"Search for 'iPhone 16 Pro Max' on both the Amazon and Wish apps, remembering the price and currency from each. If the currencies are different, use the bing app to find the exchange rate to compare them. Directly answer with the name of the app, 'Amazon' or 'Wish', where the price is lower.","['Amazon', 'Wish', 'bing']",3,Y,"['E-commerce: Product Search', 'E-commerce: Price Comparison', 'E-commerce: Multi-App Comparison', 'Information Retrieval: Web Search']",Y,3,Direct Command Output,15,1,ENG
095-CheckCompatibilityAndNote,"Open the Amazon app and search for the 'Intel Core i5-13600K' CPU, remembering its price. Open the bing app and search for ""what socket does Intel Core i5-13600K use"". Remember the socket type. Return to the Amazon app, search for a motherboard with that socket type, and remember the price of the first result. Finally, open the joplin app, create a note titled ""CPU/Mobo Combo"", and list the names and prices of the CPU and the compatible motherboard.","['Amazon','bing','joplin']",3,Y,"['E-commerce: Product Search', 'E-commerce: Compatibility Check', 'E-commerce: Multi-App Comparison', 'Information Retrieval: Web Search', 'Productivity: Note Taking']",Y,4,UI Interactive Output,25,2,ENG
096-CheckCompatibilityAndNote,"Open the Amazon app and search for the 'AMD Ryzen 5 7600X' CPU, remembering its price. Open the bing app and search for ""what socket does AMD Ryzen 5 7600X use"". Remember the socket type. Return to the Amazon app, search for a motherboard with that socket type, and remember the price of the first result. Finally, open the joplin app, create a note titled ""AMD Build Parts"", and list the names and prices of the CPU and the compatible motherboard.","['Amazon','bing','joplin']",3,Y,"['E-commerce: Product Search', 'E-commerce: Compatibility Check', 'E-commerce: Multi-App Comparison', 'Information Retrieval: Web Search', 'Productivity: Note Taking']",Y,4,UI Interactive Output,25,2,ENG
097-SummarizeAndTranslateNewsReport,"In the AP News app, find the top three stories from the 'World' section and the top three from the 'U.S. News' section. For each of the six stories, summarize its first paragraph (~30 words) and translate its headline into German in DeepL Translate app. Then, in the Joplin app, create a note titled ""Global News Report"" listing the original headline, its summary, and its German translation for all six stories, grouped by section.","['AP News', 'DeepL Translate', 'joplin']",3,Y,"['Information Retrieval: Data Extraction', 'Content Creation: Text Creation', 'Content Creation: Translation', 'Productivity: Note Taking']",Y,6,UI Interactive Output,45,3,ENG
098-SummarizeAndTranslateNewsReport,"In the AP News app, find the top three stories from the 'Technology' section and the top three from the 'Sports' section. For each of the six stories, summarize its first paragraph (~30 words) and translate its headline into Spanish in DeepL Translate app. Then, in the Joplin app, create a note titled ""Tech & Sports Report"" listing the original headline, its summary, and its Spanish translation for all six stories, grouped by section.","['AP News', 'DeepL Translate', 'joplin']",3,Y,"['Sports: Content Navigation', 'Information Retrieval: Data Extraction', 'Content Creation: Text Creation', 'Content Creation: Translation', 'Productivity: Note Taking']",Y,6,UI Interactive Output,45,3,ENG
099-FindRentAndMessage,"In Google Chrome on https://www.apartments.com, search for 'Chicago, IL' apartments with '2 beds' and 'in-unit laundry'. For the first three results, remember the monthly rent and square footage of each. In the Calculator app, calculate the rent per square foot for all three. Finally, open the messages app and send a message to +8613355556666 identifying the apartment with the best value (lowest rent per sq ft) and stating its calculated value.","['Chrome', 'Calculator', 'messages']",3,Y,"['E-commerce: Product Search', 'E-commerce: Filter & Sort', 'Information Retrieval: Data Extraction', 'Financial Management: Financial Calculation', 'Communication: Messaging', 'Communication: Data Sharing']",Y,3,UI Interactive Output,39,2,ENG
100-FindRentAndMessage,"In Google Chrome on https://www.apartments.com, search for 'Miami, FL' apartments with '2 beds' and 'in-unit laundry'. For the first three results, remember the monthly rent and square footage of each. In the Calculator app, calculate the rent per square foot for all three. Finally, open the messages app and send a message to +8613377778888 identifying the apartment with the best value (lowest rent per sq ft) and stating its calculated value.","['Chrome', 'Calculator', 'messages']",3,Y,"['E-commerce: Product Search', 'E-commerce: Filter & Sort', 'Information Retrieval: Data Extraction', 'Financial Management: Financial Calculation', 'Communication: Messaging', 'Communication: Data Sharing', 'Travel & Navigation: Local Search']",Y,3,UI Interactive Output,39,2,ENG
101-FindAndCompareApartments,"Open Google Chrome and go to https://www.apartments.com, search 'Austin, TX', and apply three filters: '2 Beds', 'Dog Friendly', and a max price of '$3000'. For the top two results, go to the details page, find the list of amenities, and remember three specific ones. Also, find the address. Then, use Citymapper app to find the commute time from each address to 'University of Texas at Austin'. In Joplin app, note which apartment has more of the desired amenities and a shorter commute.","['Chrome', 'Citymapper', 'joplin']",3,Y,"['E-commerce: Product Search', 'E-commerce: Filter & Sort', 'Information Retrieval: Data Extraction', 'Travel & Navigation: Route Planning', 'E-commerce: Multi-App Comparison', 'Productivity: Note Taking']",Y,3,UI Interactive Output,70,3,ENG
102-FindAndCompareApartments,"In Google Chrome on https://www.apartments.com, search for 'Seattle, WA', and apply three filters: '1 Bed', 'Cat Friendly', and a max price of '$2500'. For the top two results, go to the details page, find the list of amenities, and remember if they have these three specific ones: 'In-unit Washer', 'Balcony', and 'Fitness Center'. Also, find the address. Then, in the Citymapper app, find the commute time from each address to 'University of Washington'. In the Joplin app, note which apartment has more of the desired amenities and a shorter commute.","['Chrome', 'Citymapper', 'joplin']",3,Y,"['E-commerce: Product Search', 'E-commerce: Filter & Sort', 'E-commerce: Specification Comparison', 'Information Retrieval: Data Extraction', 'Travel & Navigation: Route Planning', 'Productivity: Note Taking']",Y,3,UI Interactive Output,70,3,ENG
103-TrackSportsStandings,"In the BBC Sports app, go to the 'Formula 1' -> 'Drivers'' standings. Remember the names and points of the top three drivers. Then, for each driver, search in the Bing app for their age. In the Joplin app, create a note titled ""F1 Top 3 Ages"" listing each driver with their points and age.","['BBC Sports', 'bing', 'joplin']",3,Y,"['Sports: Content Navigation', 'Sports: Data Extraction', 'Information Retrieval: Web Search', 'Productivity: Note Taking']",Y,3,UI Interactive Output,24,1,ENG
104-ResearchAndNoteF1Principals,"In BBC Sports app, go to the 'Formula 1' -> 'Constructors'' standings. Remember the names and points of the top three teams. Then, for each team, search in Bing app for their ""team principal"" name. In Joplin app, create a note titled ""F1 Top 3 Principals"" listing each team with their points and team principal.","['BBC Sports', 'bing', 'joplin']",3,Y,"['Sports: Data Extraction', 'Information Retrieval: Web Search', 'Productivity: Note Taking']",Y,3,UI Interactive Output,24,1,ENG
105-CreateCryptoPortfolioAccount,"In Bing app, find the current USD prices for both Bitcoin (BTC) and Ethereum (ETH). In the Calculator app, calculate the total value of a portfolio with 1.5 BTC and 25 ETH. Then, in Bluecoins app, create a new asset account under the 'Investments' group named ""Crypto Portfolio"", with the calculated total as its initial value.","['bing', 'Calculator', 'bluecoins']",3,Y,"['Information Retrieval: Web Search', 'Financial Management: Financial Calculation', 'Financial Management: Add Transaction']",Y,2,Action Execution Task,32,2,ENG
106-CreateAssetFromSearchAndCalc,"In Bing app, find the current USD prices for one ounce of gold and silver. In the Calculator app, calculate the total value of a portfolio with 10 ounces of gold and 500 ounces of silver. Then, in Bluecoins app, create a new asset account under the 'Investments' group named ""Precious Metals"", with the calculated total as its initial value.","['bing', 'Calculator', 'bluecoins']",3,Y,"['Information Retrieval: Web Search', 'Financial Management: Financial Calculation', 'Financial Management: Add Transaction']",Y,2,Action Execution Task,31,2,ENG
107-PlanAndScheduleTrip,"In the Bing app, find the cheapest flight from London to Rome within the next seven days. Remember its airline, departure date and time, and price. In the Citymapper app, find the journey duration from ""Trafalgar Square"" to ""Heathrow Airport"". Finally, in the N calendar app, create an event on the cheapest flight's date and time, title it ""[Airline] Flight - [Price]"", and set a reminder for [journey duration + 2 hours] before departure.","['bing', 'N calendar', 'Citymapper']",3,Y,"['Travel & Navigation: Flight Booking', 'Travel & Navigation: Route Planning', 'Productivity: Time Management', 'Information Retrieval: Data Extraction']",Y,4,Action Execution Task,75,3,ENG
108-PlanAndScheduleTrip,"In the Bing app, find the cheapest flight from Tokyo to Seoul within the next seven days. Remember its airline, arrival date and time, and price. In the Citymapper app, find the journey duration from ""Incheon International Airport"" to ""Myeong-dong"". Finally, in the N calendar app, create an arrival event on the cheapest flight's date and time, titled ""[Airline] Arrival - [Price]"", then create a second event immediately following it for the transit to Myeong-dong, using the remembered duration.","['bing', 'N calendar', 'Citymapper']",3,Y,"['Travel & Navigation: Flight Booking', 'Travel & Navigation: Route Planning', 'Productivity: Time Management', 'Information Retrieval: Data Extraction']",Y,4,Action Execution Task,75,3,ENG
109-AnalyzeMarketAndInvest,"Open the bing app, search for 'NVIDIA stock price', and remember the current price. Then open the AP News app, find the latest news about NVIDIA earnings report, and remember the reported revenue growth rate. Finally, open the Calculator app and calculate: stock price * (1 + revenue growth rate). ","['bing','AP News','Calculator']",3,Y,"['Information Retrieval: Web Search', 'Information Retrieval: Data Extraction', 'Financial Management: Financial Calculation']",Y,3,Direct Command Output,17,1,ENG
110-AnalyzeMarketAndInvest,"Open the bing app, search for 'Apple stock price', and remember the current price. Then open the AP News app, find the latest news about Apple earnings report, and remember the reported revenue growth rate. Finally, open the Calculator app and calculate: stock price * (1 + revenue growth rate). ","['bing','AP News','Calculator']",3,Y,"['Information Retrieval: Data Extraction', 'Financial Management: Financial Calculation']",Y,3,Direct Command Output,18,1,ENG
111-SearchAndSetWallpaper,"Open the bing app and search for 'minimalist black and white wallpaper' images. From the results, find the first image that has a portrait (vertical) orientation suitable for a phone wallpaper. Long-press to download this image. Then, open the Setting app, navigate to wallpaper settings, and change your home screen wallpaper to the image you just downloaded.","['bing','Files','Setting']",3,Y,"['Information Retrieval: Image Search & Understanding', 'Device Configuration: Setting Adjustment']",Y,3,Action Execution Task,15,1,ENG
112-SearchAndSetWallpaper,"Open the bing app and search for 'abstract blue ocean wallpaper' images. From the results, find the first image that is in a portrait (vertical) format. Long-press and download this image. Afterwards, open the Setting app, navigate to the wallpaper settings, and change your lock screen wallpaper to the downloaded image.","['bing','Files','Setting']",3,Y,"['Information Retrieval: Image Search & Understanding', 'Device Configuration: Setting Adjustment']",Y,3,Action Execution Task,16,1,ENG
113-CrossAppCarAnalysisAndReporting,"Open Cars.co.za app, search for 'Toyota' cars. Apply filters: price between R150,000-R200,000, year after 2020. From the results, find the top three cars. For each, remember its price and mileage. Open the Calculator app and calculate the price-to-mileage ratio (price/mileage) for each car. In Joplin app, list the three cars and their ratios, and state which has the best (lowest) ratio.","['Cars.co.za', 'Calculator', 'joplin']",3,Y,"['E-commerce: Product Search', 'E-commerce: Filter & Sort', 'Information Retrieval: Data Extraction', 'Financial Management: Financial Calculation', 'Productivity: Note Taking', 'E-commerce: Price Comparison']",Y,3,UI Interactive Output,60,3,ENG
114-SearchUsedCarWithFilter,"Open Cars.co.za app, search for 'BMW' cars. Apply filters: price between R250,000-R300,000, year after 2019. From the results, find the top three cars. For each, remember its price and engine size. Open the Calculator app and calculate the average engine size. In Joplin app, list the three cars with their prices and state the calculated average engine size.","['Cars.co.za', 'Calculator', 'joplin']",3,Y,"['E-commerce: Product Search', 'E-commerce: Filter & Sort', 'Information Retrieval: Data Extraction', 'Financial Management: Financial Calculation', 'Productivity: Note Taking']",Y,3,UI Interactive Output,60,3,ENG
115-FindRecipeAndCalculateCost,"Open the wikiHow app and search for ""how to bake chocolate chip cookies"". Create a checklist in the joplin app named ""Cookie Ingredients"" with the first four ingredients listed. Then, open the Calculator app and calculate the total cost, assuming each of the four ingredients costs $3.50.","['wikiHow','joplin','Calculator']",3,Y,"['Information Retrieval: Web Search', 'Education & Learning: Knowledge Acquisition', 'Productivity: Checklist Management', 'Financial Management: Financial Calculation']",Y,3,Action Execution Task,15,1,ENG
116-FindRecipeAndCalculateCost,"Open the wikiHow app and search for ""how to make a pizza"". Create a checklist in the joplin app named ""Pizza Ingredients"" with the first four ingredients listed. Then, open the Calculator app and calculate the total cost, assuming each of the four ingredients costs $4.25.","['wikiHow','joplin','Calculator']",3,Y,"['Education & Learning: Knowledge Acquisition', 'Productivity: Checklist Management', 'Information Retrieval: Data Extraction', 'Financial Management: Financial Calculation']",Y,3,Action Execution Task,12,1,ENG
117-SearchAndCalculateTotalCost,"In the Wish app, find and remember the prices for three items: an 'RGB Mechanical Keyboard', a 'Wireless Gaming Mouse', and a 'Large Gaming Mousepad'. In the Calculator app, first sum the prices of all three items to get a subtotal. Then, calculate a 15% discount on this subtotal. Finally, add a 7% tax to the discounted price to get the final total. Open the messages app and send a message to +8613211112222 with the content: ""Subtotal: [sum], After 15% discount: [discounted price], Final Total (incl. 7% tax): [final price]"".","['Wish', 'Calculator', 'messages']",3,Y,"['E-commerce: Product Search', 'Financial Management: Financial Calculation', 'Communication: Messaging', 'Communication: Data Sharing']",Y,3,UI Interactive Output,60,3,ENG
118-SearchAndCalculateTotalCost,"In the Wish app, find and remember the prices for three items: 'Bluetooth Earbuds', a 'Portable Power Bank', and a 'Phone Stand for Desk'. In the Calculator app, first sum the prices of all three items. Then, calculate the final grand total by adding a fixed shipping fee of 3 units per item and a 4% import duty on the item subtotal. Open the messages app and send a message to +8613233334444 with the content: ""Subtotal: [sum], Shipping: 9.00, Duty (4%): [duty amount], Grand Total: [final price]"".","['Wish', 'Calculator', 'messages']",3,Y,"['E-commerce: Product Search', 'Financial Management: Financial Calculation', 'Communication: Messaging', 'Communication: Data Sharing']",Y,3,UI Interactive Output,60,3,ENG
